دوره زمانی,sc,استخراج نفت,,,,پلایشگاه,,,,,,
,24,18.352,10.094,5.506,3069.413,77.079,22.940,13.764,3713.989,214.859,22.023,102791.827
,25,55.057,36.704,15.599,4677.987,63.315,12.847,8.259,5660.364,327.459,22.940,128920.832
,26,19.270,16.517,9.176,4659.634,41.293,12.847,11.011,5638.158,326.174,23.858,125644.957
,27,83.503,14.682,17.435,2909.748,77.079,41.293,13.764,3520.795,203.682,22.023,106769.676
,28,75.244,30.281,7.341,4992.728,66.068,38.540,4.588,6041.200,349.491,25.693,131527.768
32,1,66.919,24.751,17.417,3905.119,89.836,22.001,12.834,4725.193,273.358,22.917,109021.561
,2,56.835,35.751,9.167,2937.089,75.169,12.834,14.667,3553.878,205.596,33.001,123171.657
,3,83.419,27.501,9.167,3645.694,40.335,25.667,11.917,4411.290,255.199,19.251,133328.632
,4,84.336,41.251,13.750,4568.805,54.085,11.917,15.584,5528.255,319.816,17.417,125741.152
,5,23.834,37.584,5.500,5223.325,33.001,23.834,14.667,6320.224,365.633,20.167,112412.414
,6,30.251,37.584,14.667,3412.854,63.252,35.751,10.084,4129.553,238.900,22.001,102656.034
,7,34.834,33.001,7.334,6252.773,36.668,38.501,13.750,7565.856,437.694,25.667,92189.216
,8,40.335,20.167,15.584,2458.575,60.502,33.918,6.417,2974.875,172.100,22.001,133554.139
,9,82.503,18.334,6.417,2790.418,83.419,12.834,11.000,3376.406,195.329,18.334,87712.997
,10,36.668,39.418,4.583,5394.747,69.669,11.000,8.250,6527.644,377.632,18.334,123099.238
,11,55.002,18.334,6.417,3612.693,27.501,34.834,17.417,4371.359,252.889,26.584,109016.061
,12,84.336,16.501,7.334,4088.457,65.085,12.834,9.167,4947.034,286.192,22.917,126628.512
,13,18.334,19.251,13.750,5271.910,55.002,19.251,15.584,6379.011,369.034,28.418,96758.022
,14,36.668,40.335,15.584,2552.994,30.251,14.667,5.500,3089.123,178.710,29.334,109353.404
,15,60.502,40.335,5.500,4611.890,77.002,41.251,17.417,5580.387,322.832,22.917,127250.948
,16,27.501,34.834,8.250,4249.796,51.335,26.584,6.417,5142.253,297.486,22.001,104320.751
,17,34.834,17.417,14.667,2699.665,63.252,33.001,4.583,3266.595,188.977,19.251,135331.610
,18,88.003,38.501,8.250,2299.070,52.252,11.000,13.750,2781.874,160.935,22.917,123346.746
,19,33.001,19.251,14.667,3250.599,67.835,20.167,11.917,3933.224,227.542,20.167,122170.627
,20,79.752,25.667,15.584,4587.139,25.667,30.251,13.750,5550.439,321.100,18.334,137418.923
,21,36.668,27.501,11.917,2510.826,15.584,21.084,5.500,3038.100,175.758,19.251,111798.229
,22,72.419,8.250,9.167,4844.730,76.086,16.501,6.417,5862.124,339.131,21.084,136214.387
,23,54.085,41.251,15.584,5708.257,75.169,14.667,12.834,6906.991,399.578,22.001,119154.702
,24,18.334,10.084,5.500,3066.343,77.002,22.917,13.750,3710.275,214.644,22.001,102689.035
,25,55.002,36.668,15.584,4673.309,63.252,12.834,8.250,5654.703,327.132,22.917,128791.911
,26,19.251,16.501,9.167,4654.975,41.251,12.834,11.000,5632.519,325.848,23.834,125519.312
,27,83.419,14.667,17.417,2906.838,77.002,41.251,13.750,3517.274,203.479,22.001,106662.906
,28,75.169,30.251,7.334,4987.735,66.002,38.501,4.583,6035.159,349.141,25.667,131396.240
33,1,66.852,24.726,17.400,3901.213,89.746,21.979,12.821,4720.468,273.085,22.894,108912.539
,2,56.778,35.715,9.158,2934.152,75.094,12.821,14.652,3550.324,205.391,32.968,123048.486
,3,83.336,27.473,9.158,3642.048,40.294,25.642,11.905,4406.879,254.943,19.231,133195.304
,4,84.252,41.210,13.737,4564.237,54.031,11.905,15.568,5522.726,319.497,17.400,125615.411
,5,23.810,37.547,5.495,5218.102,32.968,23.810,14.652,6313.903,365.267,20.147,112300.001
,6,30.221,37.547,14.652,3409.441,63.189,35.715,10.074,4125.423,238.661,21.979,102553.378
,7,34.800,32.968,7.326,6246.520,36.631,38.463,13.737,7558.290,437.256,25.642,92097.027
,8,40.294,20.147,15.568,2456.116,60.441,33.884,6.410,2971.900,171.928,21.979,133420.585
,9,82.420,18.316,6.410,2787.628,83.336,12.821,10.989,3373.029,195.134,18.316,87625.284
,10,36.631,39.378,4.579,5389.352,69.599,10.989,8.242,6521.116,377.255,18.316,122976.139
,11,54.947,18.316,6.410,3609.080,27.473,34.800,17.400,4366.987,252.636,26.558,108907.045
,12,84.252,16.484,7.326,4084.369,65.020,12.821,9.158,4942.087,285.906,22.894,126501.884
,13,18.316,19.231,13.737,5266.638,54.947,19.231,15.568,6372.632,368.665,28.389,96661.264
,14,36.631,40.294,15.568,2550.441,30.221,14.652,5.495,3086.034,178.531,29.305,109244.051
,15,60.441,40.294,5.495,4607.278,76.925,41.210,17.400,5574.807,322.509,22.894,127123.697
,16,27.473,34.800,8.242,4245.546,51.284,26.558,6.410,5137.111,297.188,21.979,104216.431
,17,34.800,17.400,14.652,2696.966,63.189,32.968,4.579,3263.328,188.788,19.231,135196.278
,18,87.915,38.463,8.242,2296.771,52.199,10.989,13.737,2779.093,160.774,22.894,123223.399
,19,32.968,19.231,14.652,3247.348,67.768,20.147,11.905,3929.291,227.314,20.147,122048.456
,20,79.673,25.642,15.568,4582.552,25.642,30.221,13.737,5544.888,320.779,18.316,137281.504
,21,36.631,27.473,11.905,2508.315,15.568,21.063,5.495,3035.062,175.582,19.231,111686.430
,22,72.346,8.242,9.158,4839.886,76.010,16.484,6.410,5856.262,338.792,21.063,136078.172
,23,54.031,41.210,15.568,5702.548,75.094,14.652,12.821,6900.084,399.178,21.979,119035.547
,24,18.316,10.074,5.495,3063.277,76.925,22.894,13.737,3706.565,214.429,21.979,102586.346
,25,54.947,36.631,15.568,4668.635,63.189,12.821,8.242,5649.049,326.804,22.894,128663.119
,26,19.231,16.484,9.158,4650.320,41.210,12.821,10.989,5626.887,325.522,23.810,125393.793
,27,83.336,14.652,17.400,2903.931,76.925,41.210,13.737,3513.757,203.275,21.979,106556.243
,28,75.094,30.221,7.326,4982.747,65.936,38.463,4.579,6029.124,348.792,25.642,131264.844
34,1,66.785,24.701,17.382,3897.312,89.656,21.957,12.808,4715.748,272.812,22.872,108803.627
,2,56.721,35.680,9.149,2931.218,75.019,12.808,14.638,3546.774,205.185,32.935,122925.437
,3,83.252,27.446,9.149,3638.406,40.254,25.616,11.893,4402.472,254.688,19.212,133062.108
,4,84.167,41.169,13.723,4559.672,53.977,11.893,15.553,5517.204,319.177,17.382,125489.795
,5,23.786,37.509,5.489,5212.884,32.935,23.786,14.638,6307.589,364.902,20.127,112187.701
,6,30.190,37.509,14.638,3406.031,63.125,35.680,10.063,4121.298,238.422,21.957,102450.825
,7,34.765,32.935,7.319,6240.274,36.594,38.424,13.723,7550.731,436.819,25.616,92004.930
,8,40.254,20.127,15.553,2453.660,60.381,33.850,6.404,2968.929,171.756,21.957,133287.165
,9,82.338,18.297,6.404,2784.840,83.252,12.808,10.978,3369.656,194.939,18.297,87537.659
,10,36.594,39.339,4.574,5383.963,69.530,10.978,8.234,6514.595,376.877,18.297,122853.163
,11,54.892,18.297,6.404,3605.471,27.446,34.765,17.382,4362.620,252.383,26.531,108798.138
,12,84.167,16.468,7.319,4080.285,64.955,12.808,9.149,4937.144,285.620,22.872,126375.382
,13,18.297,19.212,13.723,5261.372,54.892,19.212,15.553,6366.260,368.296,28.361,96564.603
,14,36.594,40.254,15.553,2547.891,30.190,14.638,5.489,3082.948,178.352,29.276,109134.807
,15,60.381,40.254,5.489,4602.671,76.848,41.169,17.382,5569.232,322.187,22.872,126996.573
,16,27.446,34.765,8.234,4241.300,51.232,26.531,6.404,5131.973,296.891,21.957,104112.214
,17,34.765,17.382,14.638,2694.269,63.125,32.935,4.574,3260.065,188.599,19.212,135061.082
,18,87.827,38.424,8.234,2294.474,52.147,10.978,13.723,2776.314,160.613,22.872,123100.176
,19,32.935,19.212,14.638,3244.101,67.700,20.127,11.893,3925.362,227.087,20.127,121926.408
,20,79.593,25.616,15.553,4577.970,25.616,30.190,13.723,5539.343,320.458,18.297,137144.223
,21,36.594,27.446,11.893,2505.807,15.553,21.042,5.489,3032.027,175.406,19.212,111574.744
,22,72.274,8.234,9.149,4835.046,75.934,16.468,6.404,5850.405,338.453,21.042,135942.094
,23,53.977,41.169,15.553,5696.846,75.019,14.638,12.808,6893.184,398.779,21.957,118916.512
,24,18.297,10.063,5.489,3060.214,76.848,22.872,13.723,3702.858,214.215,21.957,102483.760
,25,54.892,36.594,15.553,4663.967,63.125,12.808,8.234,5643.400,326.478,22.872,128534.456
,26,19.212,16.468,9.149,4645.669,41.169,12.808,10.978,5621.260,325.197,23.786,125268.399
,27,83.252,14.638,17.382,2901.028,76.848,41.169,13.723,3510.243,203.072,21.957,106449.687
,28,75.019,30.190,7.319,4977.764,65.870,38.424,4.574,6023.095,348.444,25.616,131133.579
35,1,66.718,24.677,17.365,3893.415,89.567,21.935,12.795,4711.032,272.539,22.849,108694.823
,2,56.665,35.644,9.139,2928.287,74.944,12.795,14.623,3543.227,204.980,32.902,122802.512
,3,83.169,27.418,9.139,3634.768,40.214,25.591,11.881,4398.069,254.434,19.193,132929.046
,4,84.083,41.128,13.709,4555.113,53.923,11.881,15.537,5511.686,318.858,17.365,125364.306
,5,23.763,37.472,5.484,5207.671,32.902,23.763,14.623,6301.282,364.537,20.107,112075.514
,6,30.160,37.472,14.623,3402.625,63.062,35.644,10.053,4117.177,238.184,21.935,102348.374
,7,34.730,32.902,7.312,6234.034,36.558,38.386,13.709,7543.181,436.382,25.591,91912.925
,8,40.214,20.107,15.537,2451.206,60.321,33.816,6.398,2965.960,171.584,21.935,133153.877
,9,82.255,18.279,6.398,2782.055,83.169,12.795,10.967,3366.287,194.744,18.279,87450.121
,10,36.558,39.300,4.570,5378.579,69.460,10.967,8.226,6508.081,376.501,18.279,122730.310
,11,54.837,18.279,6.398,3601.866,27.418,34.730,17.365,4358.258,252.131,26.504,108689.339
,12,84.083,16.451,7.312,4076.204,64.890,12.795,9.139,4932.207,285.334,22.849,126249.006
,13,18.279,19.193,13.709,5256.110,54.837,19.193,15.537,6359.893,367.928,28.332,96468.038
,14,36.558,40.214,15.537,2545.343,30.160,14.623,5.484,3079.865,178.174,29.246,109025.672
,15,60.321,40.214,5.484,4598.068,76.772,41.128,17.365,5563.663,321.865,22.849,126869.577
,16,27.418,34.730,8.226,4237.059,51.181,26.504,6.398,5126.841,296.594,21.935,104008.102
,17,34.730,17.365,14.623,2691.574,63.062,32.902,4.570,3256.805,188.410,19.193,134926.021
,18,87.739,38.386,8.226,2292.180,52.095,10.967,13.709,2773.537,160.453,22.849,122977.076
,19,32.902,19.193,14.623,3240.857,67.632,20.107,11.881,3921.437,226.860,20.107,121804.481
,20,79.513,25.591,15.537,4573.392,25.591,30.160,13.709,5533.804,320.137,18.279,137007.079
,21,36.558,27.418,11.881,2503.301,15.537,21.021,5.484,3028.995,175.231,19.193,111463.169
,22,72.202,8.226,9.139,4830.211,75.858,16.451,6.398,5844.555,338.115,21.021,135806.152
,23,53.923,41.128,15.537,5691.149,74.944,14.623,12.795,6886.290,398.380,21.935,118797.595
,24,18.279,10.053,5.484,3057.153,76.772,22.849,13.709,3699.155,214.001,21.935,102381.276
,25,54.837,36.558,15.537,4659.303,63.062,12.795,8.226,5637.756,326.151,22.849,128405.922
,26,19.193,16.451,9.139,4641.024,41.128,12.795,10.967,5615.639,324.872,23.763,125143.130
,27,83.169,14.623,17.365,2898.126,76.772,41.128,13.709,3506.733,202.869,21.935,106343.237
,28,74.944,30.160,7.312,4972.787,65.804,38.386,4.570,6017.072,348.095,25.591,131002.446
36,1,66.651,24.652,17.348,3889.522,89.477,21.913,12.782,4706.321,272.267,22.826,108586.128
,2,56.608,35.608,9.130,2925.358,74.869,12.782,14.609,3539.684,204.775,32.869,122679.709
,3,83.086,27.391,9.130,3631.133,40.173,25.565,11.869,4393.671,254.179,19.174,132796.117
,4,83.999,41.086,13.695,4550.558,53.869,11.869,15.522,5506.175,318.539,17.348,125238.941
,5,23.739,37.434,5.478,5202.463,32.869,23.739,14.609,6294.981,364.172,20.087,111963.438
,6,30.130,37.434,14.609,3399.223,62.999,35.608,10.043,4113.059,237.946,21.913,102246.026
,7,34.695,32.869,7.304,6227.800,36.521,38.347,13.695,7535.638,435.946,25.565,91821.012
,8,40.173,20.087,15.522,2448.755,60.260,33.782,6.391,2962.994,171.413,21.913,133020.723
,9,82.173,18.261,6.391,2779.273,83.086,12.782,10.956,3362.920,194.549,18.261,87362.671
,10,36.521,39.260,4.565,5373.201,69.391,10.956,8.217,6501.573,376.124,18.261,122607.580
,11,54.782,18.261,6.391,3598.264,27.391,34.695,17.348,4353.899,251.878,26.478,108580.650
,12,83.999,16.435,7.304,4072.128,64.825,12.782,9.130,4927.275,285.049,22.826,126122.757
,13,18.261,19.174,13.695,5250.854,54.782,19.174,15.522,6353.533,367.560,28.304,96371.570
,14,36.521,40.173,15.522,2542.798,30.130,14.609,5.478,3076.785,177.996,29.217,108916.646
,15,60.260,40.173,5.478,4593.470,76.695,41.086,17.348,5558.099,321.543,22.826,126742.707
,16,27.391,34.695,8.217,4232.822,51.130,26.478,6.391,5121.715,296.298,21.913,103904.094
,17,34.695,17.348,14.609,2688.883,62.999,32.869,4.565,3253.548,188.222,19.174,134791.095
,18,87.651,38.347,8.217,2289.887,52.043,10.956,13.695,2770.764,160.292,22.826,122854.099
,19,32.869,19.174,14.609,3237.616,67.564,20.087,11.869,3917.515,226.633,20.087,121682.677
,20,79.434,25.565,15.522,4568.818,25.565,30.130,13.695,5528.270,319.817,18.261,136870.072
,21,36.521,27.391,11.869,2500.798,15.522,21.000,5.478,3025.966,175.056,19.174,111351.706
,22,72.130,8.217,9.130,4825.381,75.782,16.435,6.391,5838.711,337.777,21.000,135670.346
,23,53.869,41.086,15.522,5685.458,74.869,14.609,12.782,6879.404,397.982,21.913,118678.798
,24,18.261,10.043,5.478,3054.096,76.695,22.826,13.695,3695.456,213.787,21.913,102278.895
,25,54.782,36.521,15.522,4654.643,62.999,12.782,8.217,5632.118,325.825,22.826,128277.516
,26,19.174,16.435,9.130,4636.383,41.086,12.782,10.956,5610.023,324.547,23.739,125017.987
,27,83.086,14.609,17.348,2895.228,76.695,41.086,13.695,3503.226,202.666,21.913,106236.894
,28,74.869,30.130,7.304,4967.814,65.738,38.347,4.565,6011.055,347.747,25.565,130871.443
37,1,66.585,24.627,17.330,3885.632,89.388,21.891,12.770,4701.615,271.994,22.803,108477.542
,2,56.551,35.573,9.121,2922.433,74.794,12.770,14.594,3536.144,204.570,32.836,122557.029
,3,83.003,27.364,9.121,3627.502,40.133,25.539,11.858,4389.277,253.925,19.155,132663.321
,4,83.915,41.045,13.682,4546.007,53.815,11.858,15.506,5500.669,318.220,17.330,125113.702
,5,23.715,37.397,5.473,5197.261,32.836,23.715,14.594,6288.686,363.808,20.067,111851.475
,6,30.100,37.397,14.594,3395.823,62.936,35.573,10.033,4108.946,237.708,21.891,102143.780
,7,34.661,32.836,7.297,6221.572,36.485,38.309,13.682,7528.102,435.510,25.539,91729.191
,8,40.133,20.067,15.506,2446.306,60.200,33.748,6.385,2960.031,171.241,21.891,132887.703
,9,82.091,18.242,6.385,2776.494,83.003,12.770,10.945,3359.558,194.355,18.242,87275.308
,10,36.485,39.221,4.561,5367.827,69.321,10.945,8.209,6495.071,375.748,18.242,122484.972
,11,54.727,18.242,6.385,3594.666,27.364,34.661,17.330,4349.545,251.627,26.451,108472.069
,12,83.915,16.418,7.297,4068.056,64.761,12.770,9.121,4922.348,284.764,22.803,125996.635
,13,18.242,19.155,13.682,5245.603,54.727,19.155,15.506,6347.180,367.192,28.276,96275.198
,14,36.485,40.133,15.506,2540.255,30.100,14.594,5.473,3073.708,177.818,29.188,108807.730
,15,60.200,40.133,5.473,4588.877,76.618,41.045,17.330,5552.541,321.221,22.803,126615.964
,16,27.364,34.661,8.209,4228.589,51.079,26.451,6.385,5116.593,296.001,21.891,103800.190
,17,34.661,17.330,14.594,2686.194,62.936,32.836,4.561,3250.295,188.034,19.155,134656.304
,18,87.564,38.309,8.209,2287.597,51.991,10.945,13.682,2767.993,160.132,22.803,122731.244
,19,32.836,19.155,14.594,3234.378,67.497,20.067,11.858,3913.598,226.406,20.067,121560.994
,20,79.354,25.539,15.506,4564.249,25.539,30.100,13.682,5522.742,319.497,18.242,136733.201
,21,36.485,27.364,11.858,2498.297,15.506,20.979,5.473,3022.940,174.881,19.155,111240.354
,22,72.057,8.209,9.121,4820.555,75.706,16.418,6.385,5832.872,337.439,20.979,135534.676
,23,53.815,41.045,15.506,5679.772,74.794,14.594,12.770,6872.525,397.584,21.891,118560.119
,24,18.242,10.033,5.473,3051.042,76.618,22.803,13.682,3691.761,213.573,21.891,102176.616
,25,54.727,36.485,15.506,4649.989,62.936,12.770,8.209,5626.486,325.499,22.803,128149.238
,26,19.155,16.418,9.121,4631.746,41.045,12.770,10.945,5604.413,324.222,23.715,124892.969
,27,83.003,14.594,17.330,2892.333,76.618,41.045,13.682,3499.723,202.463,21.891,106130.657
,28,74.794,30.100,7.297,4962.846,65.673,38.309,4.561,6005.044,347.399,25.539,130740.572
38,1,66.518,24.603,17.313,3881.746,89.298,21.869,12.757,4696.913,271.722,22.780,108369.065
,2,56.495,35.537,9.112,2919.511,74.719,12.757,14.579,3532.608,204.366,32.803,122434.472
,3,82.920,27.336,9.112,3623.874,40.093,25.514,11.846,4384.888,253.671,19.135,132530.658
,4,83.831,41.004,13.668,4541.461,53.761,11.846,15.491,5495.168,317.902,17.313,124988.589
,5,23.691,37.360,5.467,5192.064,32.803,23.691,14.579,6282.397,363.444,20.047,111739.623
,6,30.070,37.360,14.579,3392.428,62.873,35.537,10.023,4104.837,237.470,21.869,102041.636
,7,34.626,32.803,7.290,6215.350,36.448,38.271,13.668,7520.574,435.075,25.514,91637.462
,8,40.093,20.047,15.491,2443.860,60.140,33.715,6.378,2957.071,171.070,21.869,132754.815
,9,82.009,18.224,6.378,2773.717,82.920,12.757,10.934,3356.198,194.160,18.224,87188.033
,10,36.448,39.182,4.556,5362.459,69.252,10.934,8.201,6488.576,375.372,18.224,122362.487
,11,54.672,18.224,6.378,3591.071,27.336,34.626,17.313,4345.196,251.375,26.425,108363.597
,12,83.831,16.402,7.290,4063.988,64.696,12.757,9.112,4917.425,284.479,22.780,125870.638
,13,18.224,19.135,13.668,5240.358,54.672,19.135,15.491,6340.833,366.825,28.247,96178.923
,14,36.448,40.093,15.491,2537.714,30.070,14.579,5.467,3070.635,177.640,29.159,108698.922
,15,60.140,40.093,5.467,4584.288,76.541,41.004,17.313,5546.988,320.900,22.780,126489.348
,16,27.336,34.626,8.201,4224.361,51.028,26.425,6.378,5111.476,295.705,21.869,103696.390
,17,34.626,17.313,14.579,2683.508,62.873,32.803,4.556,3247.044,187.846,19.135,134521.648
,18,87.476,38.271,8.201,2285.310,51.939,10.934,13.668,2765.225,159.972,22.780,122608.513
,19,32.803,19.135,14.579,3231.144,67.429,20.047,11.846,3909.684,226.180,20.047,121439.433
,20,79.275,25.514,15.491,4559.685,25.514,30.070,13.668,5517.219,319.178,18.224,136596.468
,21,36.448,27.336,11.846,2495.799,15.491,20.958,5.467,3019.917,174.706,19.135,111129.114
,22,71.985,8.201,9.112,4815.735,75.630,16.402,6.378,5827.039,337.101,20.958,135399.141
,23,53.761,41.004,15.491,5674.093,74.719,14.579,12.757,6865.652,397.186,21.869,118441.559
,24,18.224,10.023,5.467,3047.991,76.541,22.780,13.668,3688.069,213.359,21.869,102074.439
,25,54.672,36.448,15.491,4645.339,62.873,12.757,8.201,5620.860,325.174,22.780,128021.089
,26,19.135,16.402,9.112,4627.115,41.004,12.757,10.934,5598.809,323.898,23.691,124768.076
,27,82.920,14.579,17.313,2889.441,76.541,41.004,13.668,3496.223,202.261,21.869,106024.526
,28,74.719,30.070,7.290,4957.883,65.607,38.271,4.556,5999.039,347.052,25.514,130609.831
39,1,66.452,24.578,17.296,3877.865,89.209,21.847,12.744,4692.216,271.451,22.757,108260.696
,2,56.438,35.502,9.103,2916.591,74.644,12.744,14.565,3529.075,204.161,32.771,122312.038
,3,82.837,27.309,9.103,3620.251,40.053,25.488,11.834,4380.503,253.418,19.116,132398.127
,4,83.747,40.963,13.654,4536.920,53.708,11.834,15.475,5489.673,317.584,17.296,124863.600
,5,23.668,37.322,5.462,5186.872,32.771,23.668,14.565,6276.115,363.081,20.027,111627.884
,6,30.040,37.322,14.565,3389.035,62.810,35.502,10.013,4100.733,237.232,21.847,101939.594
,7,34.591,32.771,7.282,6209.135,36.412,38.232,13.654,7513.053,434.639,25.488,91545.825
,8,40.053,20.027,15.475,2441.416,60.080,33.681,6.372,2954.114,170.899,21.847,132622.060
,9,81.927,18.206,6.372,2770.944,82.837,12.744,10.924,3352.842,193.966,18.206,87100.845
,10,36.412,39.143,4.551,5357.097,69.183,10.924,8.193,6482.087,374.997,18.206,122240.125
,11,54.618,18.206,6.372,3587.480,27.309,34.591,17.296,4340.851,251.124,26.399,108255.234
,12,83.747,16.385,7.282,4059.924,64.631,12.744,9.103,4912.508,284.195,22.757,125744.767
,13,18.206,19.116,13.654,5235.117,54.618,19.116,15.475,6334.492,366.458,28.219,96082.744
,14,36.412,40.053,15.475,2535.177,30.040,14.565,5.462,3067.564,177.462,29.129,108590.223
,15,60.080,40.053,5.462,4579.704,76.465,40.963,17.296,5541.441,320.579,22.757,126362.859
,16,27.309,34.591,8.193,4220.136,50.977,26.399,6.372,5106.365,295.410,21.847,103592.693
,17,34.591,17.296,14.565,2680.824,62.810,32.771,4.551,3243.797,187.658,19.116,134387.126
,18,87.388,38.232,8.193,2283.025,51.887,10.924,13.654,2762.460,159.812,22.757,122485.905
,19,32.771,19.116,14.565,3227.913,67.362,20.027,11.834,3905.774,225.954,20.027,121317.994
,20,79.196,25.488,15.475,4555.126,25.488,30.040,13.654,5511.702,318.859,18.206,136459.872
,21,36.412,27.309,11.834,2493.303,15.475,20.937,5.462,3016.897,174.531,19.116,111017.985
,22,71.913,8.193,9.103,4810.919,75.555,16.385,6.372,5821.212,336.764,20.937,135263.742
